index,subset,true_label,predicted_label,impaired_probability,path,label_name,split
000741.jpg,LW,0,0,3.529929983869806e-07,D:\projects\mouse_muzzle\Mouse_muzzle\dataset\mouse_dataset\images_perfect_organized\LW\not_impaired\000741.jpg,not_impaired,test
017823.jpg,KH,0,0,3.835373547644849e-07,D:\projects\mouse_muzzle\Mouse_muzzle\dataset\mouse_dataset\images_perfect_organized\KH\not_impaired\017823.jpg,not_impaired,test
034134.jpg,JW,0,0,4.3949037831225723e-07,D:\projects\mouse_muzzle\Mouse_muzzle\dataset\mouse_dataset\images_perfect_organized\JW\not_impaired\034134.jpg,not_impaired,test
025878.jpg,JW,0,0,4.710962571152777e-07,D:\projects\mouse_muzzle\Mouse_muzzle\dataset\mouse_dataset\images_perfect_organized\JW\not_impaired\025878.jpg,not_impaired,test
029815.jpg,MR,0,0,4.714935357696959e-07,D:\projects\mouse_muzzle\Mouse_muzzle\dataset\mouse_dataset\images_perfect_organized\MR\not_impaired\029815.jpg,not_impaired,test
017035.jpg,KH,0,0,4.924283985019429e-07,D:\projects\mouse_muzzle\Mouse_muzzle\dataset\mouse_dataset\images_perfect_organized\KH\not_impaired\017035.jpg,not_impaired,test
026204.jpg,MR,0,0,5.193814445192402e-07,D:\projects\mouse_muzzle\Mouse_muzzle\dataset\mouse_dataset\images_perfect_organized\MR\not_impaired\026204.jpg,not_impaired,test
028576.jpg,MR,0,0,5.469837560667656e-07,D:\projects\mouse_muzzle\Mouse_muzzle\dataset\mouse_dataset\images_perfect_organized\MR\not_impaired\028576.jpg,not_impaired,test
024713.jpg,JW,0,0,6.204720079949766e-07,D:\projects\mouse_muzzle\Mouse_muzzle\dataset\mouse_dataset\images_perfect_organized\JW\not_impaired\024713.jpg,not_impaired,test
013433.jpg,KH,0,0,6.651463877460628e-07,D:\projects\mouse_muzzle\Mouse_muzzle\dataset\mouse_dataset\images_perfect_organized\KH\not_impaired\013433.jpg,not_impaired,test
010635.jpg,KH,1,0,1.1264162367297104e-06,D:\projects\mouse_muzzle\Mouse_muzzle\dataset\mouse_dataset\images_perfect_organized\KH\impaired\010635.jpg,impaired,test
001750.jpg,LW,1,0,1.167574737337418e-06,D:\projects\mouse_muzzle\Mouse_muzzle\dataset\mouse_dataset\images_perfect_organized\LW\impaired\001750.jpg,impaired,test
006838.jpg,KH,0,1,0.9999988079071044,D:\projects\mouse_muzzle\Mouse_muzzle\dataset\mouse_dataset\images_perfect_organized\KH\not_impaired\006838.jpg,not_impaired,test
009813.jpg,JW,0,1,0.9999988079071044,D:\projects\mouse_muzzle\Mouse_muzzle\dataset\mouse_dataset\images_perfect_organized\JW\not_impaired\009813.jpg,not_impaired,test
009539.jpg,JW,0,1,0.9999980926513672,D:\projects\mouse_muzzle\Mouse_muzzle\dataset\mouse_dataset\images_perfect_organized\JW\not_impaired\009539.jpg,not_impaired,test
001181.jpg,KH,0,1,0.999997615814209,D:\projects\mouse_muzzle\Mouse_muzzle\dataset\mouse_dataset\images_perfect_organized\KH\not_impaired\001181.jpg,not_impaired,test
002927.jpg,JW,0,1,0.9999972581863404,D:\projects\mouse_muzzle\Mouse_muzzle\dataset\mouse_dataset\images_perfect_organized\JW\not_impaired\002927.jpg,not_impaired,test
007898.jpg,JW,0,1,0.9999970197677612,D:\projects\mouse_muzzle\Mouse_muzzle\dataset\mouse_dataset\images_perfect_organized\JW\not_impaired\007898.jpg,not_impaired,test
008821.jpg,KH,1,0,3.312735316285398e-06,D:\projects\mouse_muzzle\Mouse_muzzle\dataset\mouse_dataset\images_perfect_organized\KH\impaired\008821.jpg,impaired,test
025866.jpg,KH,1,0,3.3362794056301937e-06,D:\projects\mouse_muzzle\Mouse_muzzle\dataset\mouse_dataset\images_perfect_organized\KH\impaired\025866.jpg,impaired,test
