index,subset,true_label,predicted_label,impaired_probability,path,label_name,split
004105.jpg,KH,1,1,0.9999980926513672,D:\projects\mouse_muzzle\Mouse_muzzle\dataset\mouse_dataset\images_mgs\004105.jpg,impaired,test
031961.jpg,KH,1,1,0.9999977350234984,D:\projects\mouse_muzzle\Mouse_muzzle\dataset\mouse_dataset\images_mgs\031961.jpg,impaired,test
004991.jpg,KH,1,1,0.9999974966049194,D:\projects\mouse_muzzle\Mouse_muzzle\dataset\mouse_dataset\images_mgs\004991.jpg,impaired,test
003704.jpg,KH,1,1,0.9999972581863404,D:\projects\mouse_muzzle\Mouse_muzzle\dataset\mouse_dataset\images_mgs\003704.jpg,impaired,test
002396.jpg,KH,1,1,0.9999966621398926,D:\projects\mouse_muzzle\Mouse_muzzle\dataset\mouse_dataset\images_mgs\002396.jpg,impaired,test
002361.jpg,KH,1,1,0.9999964237213136,D:\projects\mouse_muzzle\Mouse_muzzle\dataset\mouse_dataset\images_mgs\002361.jpg,impaired,test
014238.jpg,KH,1,1,0.9999961853027344,D:\projects\mouse_muzzle\Mouse_muzzle\dataset\mouse_dataset\images_mgs\014238.jpg,impaired,test
011231.jpg,KH,1,1,0.9999954700469972,D:\projects\mouse_muzzle\Mouse_muzzle\dataset\mouse_dataset\images_mgs\011231.jpg,impaired,test
032777.jpg,KH,1,1,0.9999945163726808,D:\projects\mouse_muzzle\Mouse_muzzle\dataset\mouse_dataset\images_mgs\032777.jpg,impaired,test
001951.jpg,KH,1,1,0.9999935626983644,D:\projects\mouse_muzzle\Mouse_muzzle\dataset\mouse_dataset\images_mgs\001951.jpg,impaired,test
001750.jpg,LW,1,0,1.2419513041095342e-05,D:\projects\mouse_muzzle\Mouse_muzzle\dataset\mouse_dataset\images_mgs\001750.jpg,impaired,test
005802.jpg,AW,1,0,1.745655208651442e-05,D:\projects\mouse_muzzle\Mouse_muzzle\dataset\mouse_dataset\images_mgs\005802.jpg,impaired,test
011945.jpg,KH,0,1,0.9999779462814332,D:\projects\mouse_muzzle\Mouse_muzzle\dataset\mouse_dataset\images_mgs\011945.jpg,not_impaired,test
004902.jpg,MR,1,0,2.7958687496720813e-05,D:\projects\mouse_muzzle\Mouse_muzzle\dataset\mouse_dataset\images_mgs\004902.jpg,impaired,test
027009.jpg,LW,1,0,3.315318463137373e-05,D:\projects\mouse_muzzle\Mouse_muzzle\dataset\mouse_dataset\images_mgs\027009.jpg,impaired,test
033374.jpg,MR,0,1,0.9999656677246094,D:\projects\mouse_muzzle\Mouse_muzzle\dataset\mouse_dataset\images_mgs\033374.jpg,not_impaired,test
001432.jpg,MR,0,1,0.9999637603759766,D:\projects\mouse_muzzle\Mouse_muzzle\dataset\mouse_dataset\images_mgs\001432.jpg,not_impaired,test
016733.jpg,JW,0,1,0.9999599456787108,D:\projects\mouse_muzzle\Mouse_muzzle\dataset\mouse_dataset\images_mgs\016733.jpg,not_impaired,test
026490.jpg,MR,0,1,0.9998925924301147,D:\projects\mouse_muzzle\Mouse_muzzle\dataset\mouse_dataset\images_mgs\026490.jpg,not_impaired,test
007326.jpg,MR,0,1,0.999885320663452,D:\projects\mouse_muzzle\Mouse_muzzle\dataset\mouse_dataset\images_mgs\007326.jpg,not_impaired,test
